Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"barton,will"	tot	SG	58	982	150	353	23	85	74	94	26	162	81	48	61	19	70	0	397	1	0	0	0
"bass,brandon"	bos	PF	82	1932	344	683	9	32	169	214	139	398	104	42	83	32	140	0	866	1	0	0	43
"batum,nicolas"	por	SF	71	2380	240	599	100	308	84	98	62	416	341	78	132	40	106	0	664	1	0	0	71
"bayless,jerryd"	mil	PG	77	1723	220	516	37	120	121	137	22	211	234	59	133	12	163	0	598	6	0	0	4
"baynes,aron"	san	PF	70	1126	185	327	1	4	90	104	109	317	35	16	65	22	162	3	461	2	0	0	17
"bazemore,kent"	atl	SG	75	1327	141	331	48	132	60	100	21	222	78	52	73	33	127	0	390	1	0	0	10
"beal,bradley"	was	SG	63	2109	364	852	106	259	130	166	58	242	194	75	125	16	136	1	964	1	0	0	59
"beasley,michael"	mia	PF	24	503	92	212	8	34	20	26	12	89	32	15	37	13	66	2	212	4	0	0	1
"belinelli,marco"	san	SG	62	1386	199	470	86	230	84	99	26	157	94	31	61	3	85	0	568	0	0	0	9
"benimon,jerrelle"	uta	PF	2	3	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0
"bennett,anthony"	min	PF	57	898	125	296	7	22	41	64	52	216	48	27	36	16	87	0	298	1	0	0	3
"beverley,patrick"	hou	PG	56	1729	204	532	115	323	45	60	67	236	191	59	83	23	182	3	568	6	0	0	55
"bhullar,sim"	sac	C	3	3	1	2	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0
"biyombo,bismack"	cha	C	64	1240	101	186	0	0	102	175	159	407	16	18	52	98	140	0	304	2	0	0	21
"black,tarik"	hou	SG	25	391	45	83	0	1	15	29	58	127	8	6	19	2	56	0	105	0	0	0	12
"black,tarik"	lal	PF	38	804	112	190	0	0	50	89	84	241	34	13	29	22	102	2	274	0	0	0	27
"black,tarik"	tot	PF	63	1195	157	273	0	1	65	118	142	368	42	19	48	24	158	2	379	0	0	0	39
"blair,dejuan"	was	C	29	179	26	57	0	0	4	6	16	56	3	7	13	1	41	0	56	0	0	0	0
"blake,steve"	por	PG	81	1529	122	327	77	219	29	41	16	137	288	41	104	5	118	0	350	3	0	0	0
"bledsoe,eric"	pho	PG	81	2799	468	1047	88	272	353	441	73	424	494	127	274	45	189	1	1377	10	0	0	81
"blue,vander"	lal	SG	2	74	9	30	2	10	2	5	2	9	8	3	6	0	4	0	22	0	0	0	1
"bogdanovic,bojan"	bro	SF	78	1856	261	576	91	256	87	106	50	213	68	34	78	9	104	0	700	1	0	0	28
"bogut,andrew"	gsw	C	67	1583	200	355	0	0	22	42	141	543	180	39	106	113	188	2	422	0	0	0	65
"bonner,matt"	san	PF	72	938	94	230	46	126	30	37	29	116	47	10	11	12	65	0	264	0	0	0	19
"booker,trevor"	uta	PF	79	1562	226	464	29	84	86	148	139	397	83	43	88	41	144	1	567	4	0	0	5
"boozer,carlos"	lal	PF	71	1692	371	743	0	0	94	150	111	482	95	41	93	12	184	2	836	2	0	0	26
"bosh,chris"	mia	PF	44	1557	343	745	63	168	179	232	46	310	95	41	95	24	69	0	928	0	0	0	44
"bradley,avery"	bos	PG	77	2427	434	1012	124	352	79	100	46	241	135	81	109	15	177	0	1071	0	0	0	77
"brand,elton"	atl	PF	36	487	42	95	0	1	12	23	28	100	22	17	18	24	54	0	96	0	0	0	4
"brewer,corey"	hou	SG	56	1407	249	580	55	194	113	148	48	203	96	60	81	15	111	1	666	1	0	0	1
"brewer,corey"	min	SF	24	681	94	226	8	41	55	78	32	94	78	54	50	4	62	0	251	2	0	0	16
"brewer,corey"	tot	SF	80	2088	343	806	63	235	168	226	80	297	174	114	131	19	173	1	917	3	0	0	17
"brooks,aaron"	chi	PG	82	1885	344	817	121	313	145	174	32	166	261	54	157	15	189	2	954	6	0	0	21
"brown,jabari"	lal	SG	19	567	70	170	23	62	64	85	3	36	40	12	31	2	33	0	227	0	0	0	5
"brown,lorenzo"	min	PG	29	550	52	122	6	28	12	19	14	70	90	28	30	6	49	0	122	0	0	0	7
"brown,markel"	bro	SG	47	784	76	210	17	64	47	57	16	107	39	31	27	12	57	0	216	1	0	0	29
"brown,shannon"	mia	PG	5	89	7	19	3	7	3	4	0	1	3	4	4	0	8	0	20	0	0	0	2
"bryant,kobe"	lal	SG	35	1206	266	713	54	184	196	241	26	199	197	47	128	7	65	0	782	4	0	0	35
"budinger,chase"	min	SF	67	1287	169	390	52	143	67	81	33	198	64	44	49	10	72	0	457	1	0	0	4
"bullock,reggie"	lac	SG	25	262	23	54	15	39	4	5	0	40	6	9	6	2	17	0	65	0	0	0	2
"bullock,reggie"	pho	SG	11	77	1	16	0	7	2	4	1	10	2	1	2	2	2	0	4	0	0	0	0
"bullock,reggie"	tot	SG	36	339	24	70	15	46	6	9	1	50	8	10	8	4	19	0	69	0	0	0	2
"burke,trey"	uta	PG	76	2286	370	1005	124	390	109	145	30	203	328	65	124	16	119	0	973	0	0	0	43
"burks,alec"	uta	PG	27	899	121	300	26	68	106	129	19	114	82	17	52	5	64	0	374	1	0	0	27
"butler,caron"	det	SF	78	1626	161	396	83	219	55	61	21	196	79	43	49	4	120	0	460	1	0	0	21
"butler,jimmy"	chi	SG	65	2515	421	912	73	193	386	463	114	379	212	114	93	36	108	0	1301	2	0	0	65
"butler,rasual"	was	SF	75	1509	218	517	91	235	53	67	27	197	64	30	48	22	98	0	580	0	0	0	1
"buycks,dwight"	lal	PG	6	124	18	40	7	11	9	10	2	12	14	3	12	0	3	0	52	0	0	0	0
"bynum,will"	was	PG	7	67	10	31	0	9	2	4	2	6	18	1	8	1	9	0	22	0	0	0	0
"caboclo,bruno"	tor	SF	8	24	4	12	2	3	0	0	1	2	0	0	4	1	3	0	10	0	0	0	0
"calathes,nick"	mem	SG	58	835	104	247	11	44	24	45	19	106	146	63	61	5	100	1	243	1	0	0	0
"calderon,jose"	nyk	PG	42	1269	147	354	59	142	29	32	19	124	198	31	75	0	76	0	382	0	0	0	42
"caldwell-pope,ke"	det	SG	82	2591	390	972	153	444	110	158	46	255	110	93	94	18	161	1	1043	2	0	0	82
"canaan,isaiah"	hou	PG	26	371	53	131	32	84	16	21	11	33	29	14	23	0	28	0	154	0	0	0	9
"canaan,isaiah"	phi	PG	22	569	93	247	59	162	33	39	7	54	69	15	39	3	55	0	278	1	0	0	12
"canaan,isaiah"	tot	PG	48	940	146	378	91	246	49	60	18	87	98	29	62	3	83	0	432	1	0	0	21
"capela,clint"	hou	C	12	90	14	29	0	0	4	23	10	36	2	1	5	9	14	0	32	0	0	0	0
"carroll,demarre"	atl	SF	71	2188	318	653	120	304	127	181	99	373	117	93	76	17	154	1	883	4	0	0	69
"carter,vince"	mem	SG	66	1092	135	406	69	232	45	57	27	133	79	43	43	14	102	0	384	6	0	0	1
carter-williams	mil	PG	25	756	132	308	4	28	85	109	21	99	140	51	79	12	64	2	353	2	0	0	25
carter-williams	phi	PG	42	1395	232	611	32	125	117	182	43	254	303	60	174	18	103	1	613	2	0	0	38
carter-williams	tot	PG	67	2151	364	919	36	153	202	291	64	353	443	111	253	30	167	3	966	4	0	0	63
"casspi,omri"	sac	SF	67	1418	209	427	35	87	140	191	54	260	102	31	88	8	107	0	593	2	0	0	19
"chalmers,mario"	mia	PG	80	2368	267	663	73	248	206	266	24	206	307	122	173	10	251	2	813	2	0	0	37
"chandler,tyson"	dal	C	75	2286	293	440	0	0	185	257	295	865	84	42	105	91	169	0	771	11	0	0	75
"chandler,wilson"	den	SF	78	2474	418	975	139	406	110	142	96	475	134	58	110	29	231	2	1085	0	0	0	75
"cherry,will"	cle	PG	8	70	5	19	2	9	3	6	1	5	8	6	4	1	10	0	15	0	0	0	0
"christopher,patr"	uta	SG	4	29	3	12	0	4	0	0	2	6	0	1	1	0	6	0	6	0	0	0	1
"clark,earl"	bro	PF	9	83	8	25	3	11	1	4	1	22	2	2	6	4	10	0	20	0	0	0	0
"clark,ian"	den	SG	7	32	4	11	1	5	4	4	0	3	2	3	2	1	8	0	13	0	0	0	0
"clark,ian"	uta	SG	23	161	15	44	9	25	5	5	4	13	10	7	7	2	12	0	44	0	0	0	0
"clark,ian"	tot	SG	30	193	19	55	10	30	9	9	4	16	12	10	9	3	20	0	57	0	0	0	0
"clarkson,jordan"	lal	PG	59	1474	267	595	38	121	131	158	56	191	206	51	96	12	109	1	703	0	0	0	38
"claver,victor"	por	PF	10	75	9	20	6	11	0	0	3	20	1	1	4	1	12	0	24	0	0	0	0
"cole,norris"	mia	PG	47	1146	118	306	27	102	32	46	12	108	165	42	58	8	75	0	295	1	0	0	23
"cole,norris"	nor	PG	28	684	112	252	28	74	26	35	1	51	90	15	41	7	49	1	278	0	0	0	2
"cole,norris"	tot	PG	75	1830	230	558	55	176	58	81	13	159	255	57	99	15	124	1	573	1	0	0	25
"collison,darren"	sac	PG	45	1562	260	550	60	161	145	184	19	143	251	67	112	14	95	0	725	0	0	0	45
"collison,nick"	okl	PF	66	1105	106	253	16	60	45	65	90	250	90	35	45	25	156	0	273	3	0	0	2
"conley,mike"	mem	PG	70	2225	393	882	107	277	214	249	29	209	375	89	156	14	139	0	1107	1	0	0	70
"cooley,jack"	uta	SF	16	86	9	22	0	0	9	21	10	25	1	6	3	3	23	0	27	0	0	0	0
"copeland,chris"	ind	SF	50	829	112	310	52	167	33	45	23	111	51	11	59	11	78	0	309	0	0	0	12
"cotton,bryce"	uta	PG	16	162	29	69	7	20	15	18	3	18	15	4	12	0	6	0	80	0	0	0	0
"cousins,demarcus"	sac	C	59	2013	498	1066	2	8	423	541	185	747	210	90	254	104	241	10	1421	15	0	0	59
"covington,robert"	phi	SF	69	1930	293	743	163	438	178	216	65	314	105	97	128	31	185	1	927	0	0	0	48
"crabbe,allen"	por	SG	51	684	63	153	30	85	12	16	7	73	39	19	15	15	74	0	168	0	0	0	9
"crawford,jamal"	lac	SG	64	1706	332	839	119	364	227	252	18	124	158	59	92	14	108	0	1010	5	0	0	4
"crowder,jae"	bos	SF	57	1386	196	471	48	170	99	130	60	264	82	57	39	20	111	0	539	1	0	0	17
"crowder,jae"	dal	SF	25	268	33	76	13	38	10	11	12	29	12	15	10	5	26	0	89	0	0	0	0
"crowder,jae"	tot	SF	82	1654	229	547	61	208	109	141	72	293	94	72	49	25	137	0	628	1	0	0	17
"cunningham,dante"	nor	PF	66	1650	155	339	1	10	29	47	70	256	50	46	35	37	101	0	340	0	0	0	27
"cunningham,jared"	lac	SG	19	91	12	33	4	13	7	13	1	9	10	3	7	0	12	0	35	0	0	0	0
"curry,seth"	pho	PG	2	8	0	3	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0
"curry,stephen"	gsw	PG	80	2613	653	1341	286	646	308	337	56	342	619	163	249	16	158	0	1900	2	0	0	80
"dalembert,samuel"	nyk	C	32	544	57	130	0	0	14	20	53	168	29	14	39	41	70	0	128	0	0	0	21
"daniels,troy"	cha	SG	11	137	27	59	17	36	6	7	2	8	5	3	7	1	12	0	77	0	0	0	0
"daniels,troy"	hou	SG	17	109	15	47	13	43	3	4	0	6	4	0	5	0	14	0	46	0	0	0	0
"daniels,troy"	min	SG	19	155	19	59	13	39	2	2	6	19	13	3	8	0	14	0	53	0	0	0	0
"daniels,troy"	tot	SG	47	401	61	165	43	118	11	13	8	33	22	6	20	1	40	0	176	0	0	0	0
"datome,luigi"	bos	PF	18	193	38	77	17	36	1	1	2	25	7	1	7	7	14	0	94	0	0	0	1
"datome,luigi"	det	SF	3	18	5	12	1	4	0	0	1	4	2	1	2	0	1	0	11	0	0	0	0
"datome,luigi"	tot	SF	21	211	43	89	18	40	1	1	3	29	9	2	9	7	15	0	105	0	0	0	1
"davies,brandon"	bro	PF	7	44	6	18	1	4	3	4	3	10	2	1	4	3	5	0	16	0	0	0	0
"davies,brandon"	phi	PF	20	380	49	119	7	30	21	33	35	73	28	17	25	4	54	1	126	0	0	0	6
"davies,brandon"	tot	PF	27	424	55	137	8	34	24	37	38	83	30	18	29	7	59	1	142	0	0	0	6
"davis,anthony"	nor	PF	68	2460	642	1199	1	12	371	461	172	694	148	100	95	200	141	0	1656	2	0	0	68
"davis,ed"	lal	PF	79	1842	282	469	0	0	92	189	230	600	94	49	57	98	202	4	656	1	0	0	24
"davis,glen"	lac	PF	74	909	117	255	0	4	60	95	43	168	39	41	39	21	132	1	294	0	0	0	0
"dawkins,andre"	mia	SG	4	22	1	6	1	6	0	0	0	2	1	0	1	0	3	0	3	0	0	0	0
"daye,austin"	atl	PF	9	77	10	26	5	14	1	2	4	14	8	4	5	2	9	0	26	0	0	0	0
"daye,austin"	san	SF	26	271	40	114	19	56	4	4	6	61	9	8	18	3	30	0	103	0	0	0	4
"daye,austin"	tot	SF	35	348	50	140	24	70	5	6	10	75	17	12	23	5	39	0	129	0	0	0	4
"dedmon,dewayne"	orl	C	59	849	91	162	0	1	34	64	118	295	9	16	51	50	141	2	216	2	0	0	15
"dellavedova,matt"	cle	SG	67	1378	107	302	64	164	27	36	38	128	202	22	59	2	152	0	305	0	0	0	13
"deng,luol"	mia	SF	72	2420	369	788	78	221	191	251	102	375	139	66	108	22	109	0	1007	2	0	0	72
"derozan,demar"	tor	SG	60	2102	409	990	25	88	361	434	41	277	210	73	137	11	122	0	1204	6	0	0	60
"diaw,boris"	san	PF	81	1987	291	633	54	170	72	93	78	348	233	36	126	23	148	0	708	1	0	0	15
"dieng,gorgui"	min	C	73	2193	259	512	1	6	191	244	224	610	146	70	126	125	188	1	710	0	0	0	49
"dinwiddie,spence"	det	PG	34	458	51	169	12	65	31	34	4	48	104	19	33	6	53	1	145	0	0	0	1
"dorsey,joey"	hou	PF	69	856	80	145	0	1	24	83	103	279	25	40	41	25	157	1	184	3	0	0	17
"douglas,toney"	nor	PG	12	177	19	51	5	18	8	13	2	22	24	11	10	4	20	0	51	0	0	0	0
"douglas-roberts,"	lac	SG	12	103	5	21	1	7	8	8	1	12	4	1	0	0	14	0	19	0	0	0	0
"dragic,goran"	mia	PG	26	906	162	323	24	73	84	104	30	89	139	28	59	7	75	1	432	0	0	0	26
"dragic,goran"	pho	SG	52	1735	340	679	66	186	97	130	51	185	211	50	114	9	120	1	843	4	0	0	51
"dragic,goran"	tot	SG	78	2641	502	1002	90	259	181	234	81	274	350	78	173	16	195	2	1275	4	0	0	77
"dragic,zoran"	mia	SG	10	62	9	22	3	9	1	2	3	5	4	2	5	0	5	0	22	0	0	0	1
"dragic,zoran"	pho	SG	6	14	2	8	0	5	2	3	2	3	1	0	0	0	1	0	6	0	0	0	0
"dragic,zoran"	tot	SG	16	76	11	30	3	14	3	5	5	8	5	2	5	0	6	0	28	0	0	0	1
"drew,larry"	phi	PG	12	220	20	58	4	26	2	3	1	15	45	6	25	0	13	0	46	0	0	0	1
"drummond,andre"	det	C	82	2497	494	960	0	2	142	365	437	1104	55	73	120	153	285	7	1130	4	0	0	82
"dudley,jared"	mil	SG	72	1716	198	423	74	192	48	67	45	220	130	72	62	11	113	0	518	2	0	0	22
"duncan,tim"	san	PF	77	2224	419	819	2	7	230	311	170	705	230	63	132	150	165	0	1070	1	0	0	77
"dunleavy,mike"	chi	SF	63	1837	209	481	107	263	70	87	28	248	115	39	60	21	123	0	595	1	0	0	63
"durant,kevin"	okl	SF	27	914	238	467	64	159	146	171	16	178	110	24	74	25	40	0	686	4	0	0	27
"early,cleanthony"	nyk	SF	39	651	76	214	22	84	36	48	22	97	36	24	40	12	57	0	210	1	0	0	7
"ellington,wayne"	lal	SG	65	1676	254	617	90	243	52	64	31	210	105	33	50	2	77	0	650	1	0	0	36
"ellis,monta"	dal	SG	80	2698	602	1354	81	284	228	303	34	190	329	147	198	25	197	0	1513	3	0	0	80
"ennis,james"	mia	SF	62	1052	101	247	31	95	79	94	51	176	47	25	39	17	89	0	312	0	0	0	3
"ennis,tyler"	mil	PG	25	355	43	123	10	37	3	5	6	28	59	18	34	3	33	0	99	0	0	0	1
"ennis,tyler"	pho	PG	8	58	9	21	2	6	2	2	1	7	14	0	8	2	3	0	22	0	0	0	0
"ennis,tyler"	tot	PG	33	413	52	144	12	43	5	7	7	35	73	18	42	5	36	0	121	0	0	0	1
"evans,jeremy"	uta	SF	38	266	32	58	2	5	24	29	26	71	13	11	5	12	29	0	90	0	0	0	0
"evans,reggie"	sac	PF	47	767	58	137	0	2	60	97	97	299	32	22	45	5	91	0	176	1	0	0	7
"evans,tyreke"	nor	SG	79	2695	521	1165	69	227	202	291	82	418	520	100	246	38	198	3	1313	3	0	0	76
"exum,dante"	uta	SG	82	1821	145	416	83	264	20	32	27	131	198	41	118	14	147	0	393	0	0	0	41
"ezeli,festus"	gsw	C	46	504	76	139	0	0	49	78	60	156	9	7	32	42	77	1	201	2	0	0	7
"faried,kenneth"	den	PF	75	2085	373	736	1	8	199	288	242	668	89	62	118	57	211	2	946	8	0	0	71
"farmar,jordan"	lac	PG	36	528	61	158	35	97	10	11	8	43	67	20	32	5	52	1	167	0	0	0	0
"favors,derrick"	uta	PF	74	2281	482	918	1	6	222	332	196	607	112	60	121	123	210	0	1187	0	0	0	74
"felton,raymond"	dal	PG	29	281	43	106	10	34	12	15	2	26	42	11	18	4	17	0	108	0	0	0	3
"fields,landry"	tor	SG	26	217	20	41	1	2	5	6	10	26	15	11	8	0	9	0	46	0	0	0	9
"fournier,evan"	orl	SG	58	1659	253	575	85	225	107	147	28	153	120	40	82	2	117	0	698	1	0	0	32
"foye,randy"	den	SG	51	1089	148	402	94	263	45	55	9	84	119	34	60	11	97	0	435	0	0	0	21
"franklin,jamaal"	den	SG	3	14	1	2	1	2	0	0	1	2	3	0	3	1	4	0	3	0	0	0	0
"frazier,tim"	phi	PG	6	173	13	43	3	11	5	15	4	19	43	6	18	0	16	0	34	0	0	0	3
"frazier,tim"	por	PG	5	68	8	18	2	6	5	6	2	9	17	2	7	0	10	0	23	0	0	0	0
"frazier,tim"	tot	PG	11	241	21	61	5	17	10	21	6	28	60	8	25	0	26	0	57	0	0	0	3
"fredette,jimmer"	nor	PG	50	514	63	166	9	48	43	45	8	40	58	15	33	2	43	0	178	0	0	0	0
"freeland,joel"	por	C	48	618	74	151	0	0	21	25	62	191	16	9	23	23	93	1	169	5	0	0	8
"frye,channing"	orl	PF	75	1867	191	487	136	346	31	35	27	293	94	47	78	40	191	2	549	2	0	0	51
"gallinari,danilo"	den	SF	59	1421	228	568	107	301	171	191	31	218	83	47	57	20	94	0	734	0	0	0	27
"galloway,langsto"	nyk	PG	45	1459	204	511	62	176	63	78	37	190	150	51	61	12	129	1	533	0	0	0	41
"garcia,francisco"	hou	SG	14	201	17	63	10	45	1	4	3	17	15	9	10	5	20	0	45	0	0	0	0
"garnett,kevin"	bro	C	42	850	125	275	1	6	34	41	46	285	69	41	45	13	96	0	285	5	0	0	42
"garnett,kevin"	min	PF	5	98	18	31	0	1	2	4	2	26	8	5	1	4	13	0	38	3	0	0	5
"garnett,kevin"	tot	PF	47	948	143	306	1	7	36	45	48	311	77	46	46	17	109	0	323	8	0	0	47
"gasol,marc"	mem	C	81	2690	530	1072	3	17	350	440	115	630	307	71	175	131	208	2	1413	6	0	0	81
"gasol,pau"	chi	PF	78	2682	570	1154	12	26	294	366	220	919	210	25	158	147	147	0	1446	0	0	0	78
"gay,rudy"	sac	SF	68	2412	508	1116	79	220	337	393	98	399	250	71	183	41	157	1	1432	8	0	0	67
"gee,alonzo"	den	SF	39	513	66	137	10	24	48	65	29	70	19	28	25	6	42	0	190	0	0	0	0
"gee,alonzo"	por	SF	15	151	21	49	3	11	6	12	8	24	6	7	8	1	16	0	51	0	0	0	2
"gee,alonzo"	tot	SF	54	664	87	186	13	35	54	77	37	94	25	35	33	7	58	0	241	0	0	0	2
"george,paul"	ind	SF	6	92	18	49	9	22	8	11	4	22	6	5	12	1	11	0	53	0	0	0	0
"gibson,taj"	chi	PF	62	1694	255	507	0	0	132	184	163	397	71	36	77	76	162	1	642	3	0	0	17
"ginobili,manu"	san	SG	70	1591	251	589	89	258	147	204	28	211	293	67	154	20	138	0	738	0	0	0	0
"gobert,rudy"	uta	C	82	2163	258	427	0	2	170	273	266	776	107	64	111	188	175	1	686	3	0	0	37
"gooden,drew"	was	PF	51	866	110	277	23	61	34	44	72	223	49	21	28	9	91	0	277	0	0	0	7
"goodwin,archie"	pho	SG	41	535	79	201	12	41	61	83	27	74	44	18	48	9	55	0	231	1	0	0	2
"gordon,aaron"	orl	PF	47	797	93	208	13	48	44	61	46	169	33	21	38	22	83	0	243	0	0	0	8
"gordon,ben"	orl	SG	56	789	129	295	35	97	56	67	6	63	50	14	55	1	60	0	349	1	0	0	0
"gordon,drew"	phi	PF	9	72	8	19	0	3	1	2	7	18	2	1	8	0	7	0	17	0	0	0	0
"gordon,eric"	nor	SG	61	2020	285	693	141	315	107	133	28	159	230	50	122	14	145	0	818	0	0	0	60
"gortat,marcin"	was	C	82	2455	439	773	0	3	123	175	181	717	97	50	102	110	192	1	1001	4	0	0	82
"granger,danny"	mia	SF	31	611	65	162	30	84	28	37	20	80	17	13	24	6	67	0	188	0	0	0	6
"grant,jerami"	phi	SF	65	1380	124	352	49	156	114	193	49	198	79	40	85	68	144	2	411	0	0	0	11
"green,danny"	san	SG	81	2311	322	738	191	457	111	127	54	343	158	101	93	87	163	0	946	1	0	0	80
"green,draymond"	gsw	SF	79	2487	339	765	111	329	132	200	114	647	291	123	133	100	253	1	921	11	0	0	79
"green,erick"	den	PG	43	414	61	162	14	47	10	12	7	31	39	12	14	0	26	0	146	0	0	0	1
"green,gerald"	pho	SG	74	1447	324	778	137	387	99	120	33	186	91	42	104	12	145	1	884	3	0	0	4
"green,jamychal"	mem	PF	20	140	23	40	0	4	8	10	16	39	4	5	12	3	19	0	54	0	0	0	1
"green,jamychal"	san	PF	4	25	4	7	0	2	0	0	3	6	0	0	2	2	6	0	8	0	0	0	0
"green,jamychal"	tot	PF	24	165	27	47	0	6	8	10	19	45	4	5	14	5	25	0	62	0	0	0	1
"green,jeff"	bos	SF	33	1096	206	475	47	154	121	144	20	140	54	27	56	13	66	1	580	0	0	0	33
"green,jeff"	mem	SF	45	1363	210	492	50	138	118	143	43	186	81	26	52	21	81	0	588	1	0	0	37
"green,jeff"	tot	SF	78	2459	416	967	97	292	239	287	63	326	135	53	108	34	147	1	1168	1	0	0	70
"green,willie"	orl	SG	52	953	118	306	42	121	28	34	14	79	68	26	48	5	81	0	306	0	0	0	2
"griffin,blake"	lac	PF	67	2354	574	1144	10	25	311	427	126	508	353	63	152	35	196	3	1469	12	0	0	67
